unix,open,high,low,close,Volume USD
1534935600,6662,6680,6630,6667.99,313.79
1534939200,6667.99,6700,6660.97,6665.64,323.01
1534942800,6665.64,6671.29,6653,6666.99,145.7
1534946400,6666.99,6668.76,6634.68,6652.39,152.18
1534950000,6652.39,6665.13,6450,6450,636.38
1534953600,6450,6472.23,6381.25,6423.26,1594.95
1534957200,6423.26,6450,6415.55,6445,238.24
1534960800,6445,6445,6402.6,6408.74,230.22
1534964400,6408.74,6438.75,6407.8,6435,100.37
1534968000,6435,6435,6279,6326.38,1179.19
1534971600,6326.38,6375.99,6292.5,6372,348.02
1534975200,6372,6462.35,6250,6351.29,1522.65
1534978800,6351.29,6399.97,6321.98,6355.76,372.85
1534982400,6355.76,6428.47,6344.8,6424.06,472.26
1534986000,6424.06,6426.19,6407.51,6416.14,123.83
1534989600,6416.14,6430.99,6410.36,6414.3,119.07
1534993200,6414.3,6419.92,6371.94,6401.35,142.22
1534996800,6401.35,6408.07,6387.5,6395.56,106.65
1535000400,6395.56,6449.5,6388,6428.95,144.99
1535004000,6428.95,6446.08,6413.03,6433.13,70.08
1535007600,6433.13,6440.04,6410.59,6436.99,116.1
1535011200,6436.99,6444.5,6420.98,6431.77,70.33
1535014800,6431.77,6435.48,6394.9,6407.01,157.5
1535018400,6407.01,6430,6407,6424.45,89.56
1535022000,6424.45,6427.05,6390.67,6406.62,148.68
1535025600,6406.62,6434.99,6389.83,6430.39,157.7
1535029200,6430.39,6435,6408.98,6426.14,152.22
1535032800,6426.14,6495,6426.14,6439.74,362.74
1535036400,6439.74,6456.77,6432.02,6438.38,94.64
1535040000,6438.38,6484.43,6437.17,6452.99,140.35
1535043600,6452.99,6480,6446.64,6446.66,81.86
1535047200,6446.66,6465,6433,6447.77,84.69
1535050800,6447.77,6452.69,6353.77,6419.7,398.22
1535054400,6419.7,6429.23,6408,6414.54,54.62
1535058000,6414.54,6480,6414.54,6472.57,233.07
1535061600,6472.57,6575.99,6472.57,6506.57,383.41
1535065200,6506.57,6535,6493.36,6525.01,123.63
1535068800,6525.01,6537.99,6469.8,6487.82,102.95
1535072400,6487.82,6501.02,6482.1,6498.31,94.38
1535076000,6498.31,6519.83,6494.31,6499.15,85.26
1535079600,6499.15,6509.75,6488.86,6493.65,69.83
1535083200,6493.65,6507.99,6473.94,6501.31,110.94
1535086800,6501.31,6516.88,6498.16,6516.88,139.45
1535090400,6516.88,6523.77,6501.84,6511.29,150.79
1535094000,6511.29,6552.01,6511.29,6536.99,443.13
1535097600,6536.99,6540.02,6511.23,6522.73,179.52
1535101200,6522.73,6535,6512.92,6524.99,285.17
1535104800,6524.99,6550,6523.63,6540,337.34
1535108400,6540,6570,6532.81,6537.99,594.53
1535112000,6537.99,6559.96,6515.16,6554.99,244.66
1535115600,6554.99,6563.98,6520.04,6537.3,294.51
1535119200,6537.3,6548.69,6445.32,6510.99,459.34
1535122800,6510.99,6521.27,6487.07,6503.51,249.6
1535126400,6503.51,6558.95,6498.05,6547.36,184.98
1535130000,6547.36,6637,6547.35,6584.65,485.51
1535133600,6584.65,6646.59,6578.08,6634.25,748.01
1535137200,6634.25,6636.97,6600,6619.99,364.08
1535140800,6619.99,6636.05,6597.67,6610.01,128.39
1535144400,6610.01,6700,6610.01,6680.81,286.49
1535148000,6680.81,6721.09,6665.79,6685.68,178.74
1535151600,6685.68,6720,6668.63,6692.94,156.93
1535155200,6692.94,6771.1,6689.36,6725.6,283.08
1535158800,6725.6,6744.98,6697.79,6728.76,148.9
1535162400,6728.76,6800,6728.76,6757.67,209.59
1535166000,6757.67,6786.01,6720.54,6724.14,135.03
1535169600,6724.14,6745.75,6690.26,6738.99,334.71
1535173200,6738.99,6746.83,6714.94,6722.91,35.71
1535176800,6722.91,6729.79,6670.8,6685.51,155.16
1535180400,6685.51,6694,6664.25,6682.61,112.6
1535184000,6682.61,6734.26,6673.68,6708.17,84.6
1535187600,6708.17,6727.92,6682.93,6687.75,134.78
1535191200,6687.75,6717.23,6682.23,6712.65,191.71
1535194800,6712.65,6718.97,6689.05,6695.66,430.54
1535198400,6695.66,6723.38,6669.99,6688.46,338.08
1535202000,6688.46,6704.13,6670.16,6694.48,524.83
1535205600,6694.48,6741.59,6674.98,6719.68,400.81
1535209200,6719.68,6749.36,6706.18,6736.85,336.34
1535212800,6736.85,6736.85,6695.25,6712.81,207.84
1535216400,6712.81,6731.87,6694.75,6721.98,131.94
1535220000,6721.98,6721.98,6685,6706.58,147.79
1535223600,6706.58,6719.48,6694.51,6710.33,82.07
1535227200,6710.33,6724.99,6705.01,6705.09,149.45
1535230800,6705.09,6714.66,6688.02,6699.96,99.42
1535234400,6699.96,6730,6694.59,6722.38,132.77
1535238000,6722.38,6769.97,6717.38,6732.4,172.88
1535241600,6732.4,6775.34,6705.35,6758,136.23
1535245200,6758,6758,6729.85,6737.99,17.03
1535248800,6737.99,6737.99,6624.73,6644.89,433.63
1535252400,6644.89,6647.25,6593.24,6618.99,203.92
1535256000,6618.99,6637.18,6600.01,6625.22,87.68
1535259600,6625.22,6630.36,6585.2,6590.19,56.2
1535263200,6590.19,6616.99,6558.95,6600,218.71
1535266800,6600,6636,6597.14,6634,231.44
1535270400,6634,6649,6622.81,6628.4,226.22
1535274000,6628.4,6667.08,6620,6660.89,202.4
1535277600,6660.89,6669.08,6635.23,6655,294.65
1535281200,6655,6707,6654.99,6692.12,209.74
1535284800,6692.12,6700.01,6662.33,6681.88,106.24
1535288400,6681.88,6724.78,6677.88,6710.44,149.57
1535292000,6710.44,6727.25,6686.31,6693.69,135.98
1535295600,6693.69,6700.56,6670.02,6677.63,63.23
1535299200,6677.63,6699,6641.35,6650.64,158.53
1535302800,6650.64,6672.05,6624.79,6642.73,143.89
1535306400,6642.73,6700,6641.35,6690.68,45.52
1535310000,6690.68,6708.01,6665.98,6707.48,80.44
1535313600,6707.48,6707.91,6658.23,6679.94,42.42
1535317200,6679.94,6694.01,6670.09,6680.03,29.85
1535320800,6680.03,6689.7,6656.46,6678.92,83.75
1535324400,6678.92,6720,6668.16,6700.46,118.43
1535328000,6700.46,6707.98,6681.47,6701.28,76.97
1535331600,6701.28,6703.83,6662.58,6665.67,122.14
1535335200,6665.67,6680.6,6659.65,6666.39,46
1535338800,6666.39,6677.99,6641.35,6667.44,70.11
1535342400,6667.44,6719.77,6664.14,6697.13,220.84
1535346000,6697.13,6733.77,6685.99,6704.33,244.56
1535349600,6704.33,6716.99,6695.81,6702.87,74.95
1535353200,6702.87,6721.02,6701.41,6701.41,303.5
1535356800,6701.41,6709.07,6688,6702.21,255.4
1535360400,6702.21,6702.21,6683.95,6695.12,212.49
1535364000,6695.12,6710,6693.53,6707.77,138.59
1535367600,6707.77,6720.72,6689.5,6707,257.18
1535371200,6707,6775.34,6666.98,6680,877.72
1535374800,6680,6714.9,6680,6711,291.17
1535378400,6711,6754.9,6710.11,6717.37,403.98
1535382000,6717.37,6749.33,6717.37,6749.14,338.76
1535385600,6749.14,6749.14,6722.96,6740,332.56
1535389200,6740,6743.85,6723.06,6736.27,239.68
1535392800,6736.27,6740.75,6717.25,6727.24,58.19
1535396400,6727.24,6747.26,6727.23,6737.72,36.7
1535400000,6737.72,6744.9,6713.29,6720.19,62.64
1535403600,6720.19,6727.12,6705.3,6727.12,62.92
1535407200,6727.12,6769.41,6716.01,6752.28,93.71
1535410800,6752.28,6944.47,6735.07,6904.51,1042.94
1535414400,6904.51,6911.7,6868.5,6900.44,206.65
1535418000,6900.44,6944.99,6896.58,6906.11,239.16
1535421600,6906.11,6917.2,6861.17,6877.87,149.21
1535425200,6877.87,6893.08,6876.11,6876.52,65.18
1535428800,6876.52,6903.04,6876.52,6900,59.99
1535432400,6900,6905.47,6891.41,6899.91,68.7
1535436000,6899.91,6927,6896.16,6907.36,337.86
1535439600,6907.36,6944.4,6902.95,6925,432.46
1535443200,6925,6930,6905.02,6919.49,282.71
1535446800,6919.49,6927.9,6911.57,6927.89,413.82
1535450400,6927.89,6927.99,6907.03,6927,320.99
1535454000,6927,7058.73,6925,7029.53,1700.66
1535457600,7029.53,7040,6997.74,7031.83,292.64
1535461200,7031.83,7090,7026.08,7078.23,665.76
1535464800,7078.23,7086.64,7031.76,7060.9,635.08
1535468400,7060.9,7060.9,7029.09,7040.6,483.7
1535472000,7040.6,7050,6990.04,7015.63,429.97
1535475600,7015.63,7071.17,7000.57,7049.04,334.11
1535479200,7049.04,7074.37,7039,7060,85.37
1535482800,7060,7120,7050,7092.46,269.1
1535486400,7092.46,7125.28,7066.55,7085.45,369.94
1535490000,7085.45,7102.92,7061.39,7065,94.02
1535493600,7065,7082.29,7025.21,7082.25,136.2
1535497200,7082.25,7116.39,7050.4,7080.94,148.98
1535500800,7080.94,7085.12,7053.74,7070.43,67.01
1535504400,7070.43,7085.02,7039.19,7057.61,63.63
1535508000,7057.61,7073.59,7016.37,7029,159.96
1535511600,7029,7044.5,7012.87,7044.4,167.17
1535515200,7044.4,7059.74,7036.7,7041.81,124.58
1535518800,7041.81,7055.7,7035.01,7055.7,61.55
1535522400,7055.7,7068.83,7039.28,7047.83,229.94
1535526000,7047.83,7070,7047.39,7054,301.98
1535529600,7054,7089,7042,7070.25,330.58
1535533200,7070.25,7118.86,7061.96,7110.43,239.03
1535536800,7110.43,7124.06,7072.38,7079.58,179.29
1535540400,7079.58,7088,7053.81,7082.16,246.33
1535544000,7082.16,7108,7080.83,7082.55,304.77
1535547600,7082.55,7110,7081.88,7093.59,214.26
1535551200,7093.59,7103.38,7055.94,7073.01,294.5
1535554800,7073.01,7076.67,6890,6972.37,1293.27
1535558400,6972.37,6998.87,6930.33,6988.88,452.01
1535562000,6988.88,7024.99,6988.88,7013.78,204.3
1535565600,7013.78,7018.87,6979.34,7006.82,159.34
1535569200,7006.82,7020.34,6991.5,7005.71,77.63
1535572800,7005.71,7050,6989.71,7038.62,288.55
1535576400,7038.62,7061.34,7028.41,7056.44,100.02
1535580000,7056.44,7062.73,7036.95,7052.41,68.84
1535583600,7052.41,7053.67,7017.88,7032.96,102.45
1535587200,7032.96,7055.97,7026.3,7044.67,31.65
1535590800,7044.67,7047.44,7027.04,7039.21,53.87
1535594400,7039.21,7045.27,6963,7004.53,201.93
1535598000,7004.53,7022,6984.52,7020.81,134.36
1535601600,7020.81,7020.81,6984.77,7014.17,127.36
1535605200,7014.17,7014.17,6958.99,6971.91,191.13
1535608800,6971.91,6990,6929.32,6980,424.58
1535612400,6980,7001.76,6964.52,6972.5,199.07
1535616000,6972.5,6989.89,6931.04,6938.12,460.16
1535619600,6938.12,6954.42,6880,6915.28,593.2
1535623200,6915.28,6932.97,6890.32,6926.18,417.03
1535626800,6926.18,6927.61,6844.99,6867.12,386.43
1535630400,6867.12,6898.38,6825,6828.35,406.93
1535634000,6828.35,6857.73,6810,6841.15,476.87
1535637600,6841.15,6891,6831.05,6863,477.58
1535641200,6863,6889.99,6850.05,6859.02,189.68
1535644800,6859.02,6871.59,6834,6851,124.23
1535648400,6851,6880.01,6850.99,6862,489.23
1535652000,6862,6864.77,6792.85,6817.96,275.5
1535655600,6817.96,6837.1,6802.15,6813.84,89.34
1535659200,6813.84,6941.97,6803.2,6915.36,446.14
1535662800,6915.36,6949,6907.83,6935.69,260.72
1535666400,6935.69,6949,6918.27,6933.47,46.07
1535670000,6933.47,6996.34,6925,6984.01,372.2
1535673600,6984.01,6987.02,6945.51,6950.99,206.42
1535677200,6950.99,6964.33,6928.59,6937.18,148.37
1535680800,6937.18,6967.15,6926.38,6945.45,91.69
1535684400,6945.45,6972.99,6942.55,6967.74,94.1
1535688000,6967.74,7016.37,6952.54,7005.72,311.26
1535691600,7005.72,7018.15,6978,6993.22,203.71
1535695200,6993.22,6993.96,6971.14,6993.51,121.77
1535698800,6993.51,6995.57,6948.14,6958,176.23
1535702400,6958,6981.85,6946.64,6946.64,191.46
1535706000,6946.64,6960,6929.32,6949.4,154.34
1535709600,6949.4,6964.85,6930.54,6948.61,147.49
1535713200,6948.61,6984.33,6948.61,6963,231.43
1535716800,6963,6967.69,6879,6900.37,576.54
1535720400,6900.37,6933.62,6895,6929.54,333.21
1535724000,6929.54,6935.66,6895.82,6934.08,321.16
1535727600,6934.08,6992.26,6925.27,6950.41,499.54
1535731200,6950.41,6994.99,6943.03,6989.41,181.17
1535734800,6989.41,7065,6972.38,7046.21,446.63
1535738400,7046.21,7101.03,7024.74,7045.12,799.54
1535742000,7045.12,7051.6,7020.23,7041,177.73
1535745600,7041,7055.69,7034.03,7047.52,60.64
1535749200,7047.52,7047.52,7000,7027.51,103.16
1535752800,7027.51,7033.67,7000,7021.31,115.35
1535756400,7021.31,7048.95,6998.87,7017.35,97.43
1535760000,7017.35,7050,7015.22,7045.62,54.99
1535763600,7045.62,7057.17,7028.26,7033.79,87.45
1535767200,7033.79,7053.83,7028.81,7042.74,30.97
1535770800,7042.74,7066.75,7033.46,7058.64,48.33
1535774400,7058.64,7070,7038.99,7056.31,41.96
1535778000,7056.31,7061.73,7023.95,7042.34,74.89
1535781600,7042.34,7054.4,7024.51,7048.12,21.91
1535785200,7048.12,7064.99,7042,7046.17,91.24
1535788800,7046.17,7053.34,7041,7050,55.8
1535792400,7050,7079.85,7041,7060.69,141.5
1535796000,7060.69,7095,7053.98,7089.32,343.21
1535799600,7089.32,7131.85,7055.03,7058.97,220.39
1535803200,7058.97,7058.97,7021.29,7035.28,88.28
1535806800,7035.28,7057.68,7025.1,7055.31,36.31
1535810400,7055.31,7130,7032.41,7130,282.27
1535814000,7130,7230,7129.79,7165.69,788.92
1535817600,7165.69,7222.14,7165.55,7191.03,245.13
1535821200,7191.03,7210,7171.48,7196.27,129.82
1535824800,7196.27,7201,7184.44,7200.62,109.62
1535828400,7200.62,7300.18,7196.6,7253.13,853.56
1535832000,7253.13,7253.13,7175.83,7193.83,239.95
1535835600,7193.83,7212.6,7170,7177.75,77
1535839200,7177.75,7211.99,7175.6,7188.9,326.76
1535842800,7188.9,7204.9,7169.99,7185.01,200.19
1535846400,7185.01,7197.7,7140.08,7167.62,123.52
1535850000,7167.62,7178.83,7130.63,7151,162.95
1535853600,7151,7171.44,7135.93,7171.34,35.39
1535857200,7171.34,7197.39,7153.96,7180.01,44.02
1535860800,7180.01,7230.99,7180.01,7208.98,122.33
1535864400,7208.98,7243.5,7208.98,7235.07,127.2
1535868000,7235.07,7241.45,7193.34,7210.28,53.22
1535871600,7210.28,7241.12,7209.24,7224.99,60.27
1535875200,7224.99,7285.4,7224.64,7275.62,248.47
1535878800,7275.62,7334.5,7239.88,7285,458.61
1535882400,7285,7303.66,7256.5,7268.36,222.66
1535886000,7268.36,7275.92,7211.75,7234.98,186.24
1535889600,7234.98,7260.97,7224.17,7247.62,49.63
1535893200,7247.62,7252.84,7174.47,7195.08,210.55
1535896800,7195.08,7233.25,7191.29,7230.67,245.35
1535900400,7230.67,7246.14,7207.22,7217.49,80.58
1535904000,7217.49,7276.99,7192.81,7267.35,159.69
1535907600,7267.35,7304.47,7255.29,7288,149.23
1535911200,7288,7316.62,7267.1,7305.96,118.94
1535914800,7305.96,7325.99,7278.01,7308.02,152.26
1535918400,7308.02,7308.02,7252.25,7278.84,64.23
1535922000,7278.84,7304.98,7266.01,7275.22,44.39
1535925600,7275.22,7292.87,7262.19,7278.82,78.59
1535929200,7278.82,7310.27,7259.31,7290.31,99.36
1535932800,7290.31,7319.11,7256.82,7271.74,116.8
1535936400,7271.74,7278.02,7237.07,7260.95,167.41
1535940000,7260.95,7279.42,7235.17,7272.15,53.59
1535943600,7272.15,7284.91,7248.28,7256.45,60.66
1535947200,7256.45,7256.45,7184,7212.94,222.48
1535950800,7212.94,7229.39,7198.5,7226.71,29.61
1535954400,7226.71,7254.71,7210.4,7247.59,171.78
1535958000,7247.59,7252,7226.73,7250.01,79.1
1535961600,7250.01,7265.98,7232.77,7241.38,162.09
1535965200,7241.38,7244.88,7205.93,7212.87,274.93
1535968800,7212.87,7241.02,7205.98,7234.86,112.43
1535972400,7234.86,7242.06,7219.2,7230,74.68
1535976000,7230,7260.59,7225,7244.93,60.78
1535979600,7244.93,7300.98,7241.46,7278.65,157.45
1535983200,7278.65,7284.66,7259.41,7280.5,109.68
1535986800,7280.5,7290.7,7261,7282.52,110.8
1535990400,7282.52,7282.52,7250,7267.57,60.3
1535994000,7267.57,7291.69,7256.39,7285.79,57.66
1535997600,7285.79,7287.89,7262.92,7278.3,41.13
1536001200,7278.3,7340.08,7267.76,7306.08,343.34
1536004800,7306.08,7315.34,7278.01,7303.21,78.58
1536008400,7303.21,7304.61,7290,7303.39,22.04
1536012000,7303.39,7327,7252.92,7257.1,173.75
1536015600,7257.1,7276.8,7237.38,7258.99,88.8
1536019200,7258.99,7270.31,7247.52,7266.34,54.39
1536022800,7266.34,7290.01,7262.5,7276.31,70.68
1536026400,7276.31,7289.89,7263.59,7270.94,116.42
1536030000,7270.94,7278.21,7260.88,7267.78,56.77
1536033600,7267.78,7273.58,7231,7262.65,105.35
1536037200,7262.65,7271.01,7246.34,7266.63,76.15
1536040800,7266.63,7295,7264.96,7284.57,150.99
1536044400,7284.57,7310,7271.95,7310,217.7
1536048000,7310,7316,7283.63,7286.94,198.95
1536051600,7286.94,7296.97,7278.28,7295.78,237.78
1536055200,7295.78,7320.61,7290.61,7318.36,386.42
1536058800,7318.36,7338.91,7302.86,7336.49,291.57
1536062400,7336.49,7411.85,7333.05,7360,609.79
1536066000,7360,7374.88,7334.27,7370,267.01
1536069600,7370,7386.2,7363.06,7365.63,181.43
1536073200,7365.63,7386,7352,7368.92,246.12
1536076800,7368.92,7375.89,7351.46,7369.62,147.77
1536080400,7369.62,7389.1,7363.42,7382,119.51
1536084000,7382,7408,7325.44,7347.58,510.12
1536087600,7347.58,7368.24,7315.48,7348.48,241.89
1536091200,7348.48,7369.99,7339.71,7365,69.26
1536094800,7365,7372.32,7350,7357.07,21.08
1536098400,7357.07,7361.43,7336.79,7356.88,117.55
1536102000,7356.88,7366.64,7342.24,7361,36.44
1536105600,7361,7379.44,7353.4,7378.57,31.67
1536109200,7378.57,7387,7359.95,7375.17,182.4
1536112800,7375.17,7382.7,7360,7371.29,109.39
1536116400,7371.29,7371.29,7358.43,7368.99,74.82
1536120000,7368.99,7370.48,7350,7356,42.05
1536123600,7356,7374.91,7346.08,7374.88,109.54
1536127200,7374.88,7381.84,7353,7370.48,196.58
1536130800,7370.48,7379.19,7356.77,7372.43,241.52
1536134400,7372.43,7385.21,7366.06,7377,304.04
1536138000,7377,7380.3,7086.8,7101.81,1346.64
1536141600,7101.81,7174.59,6892.69,6980,1995.16
1536145200,6980,7029,6929.32,6990.79,919.67
1536148800,6990.79,7032.73,6957.84,6981.87,509.06
1536152400,6981.87,7034.91,6961.83,7025.6,602.84
1536156000,7025.6,7031.84,6978.69,7006.36,825.92
1536159600,7006.36,7007.46,6925,6983.54,510.69
1536163200,6983.54,6992.47,6832.56,6912.69,854.14
1536166800,6912.69,6930,6855,6915,887.44
1536170400,6915,6935.88,6898,6912.58,203.62
1536174000,6912.58,6927.26,6880.88,6902.55,322.08
1536177600,6902.55,6946.64,6899.26,6946.64,244
1536181200,6946.64,6984.5,6905,6927.9,344.65
1536184800,6927.9,6929.4,6860.46,6900.05,259.71
1536188400,6900.05,6915.84,6650,6679.3,1291.17
1536192000,6679.3,6705.59,6253.29,6411.84,3255.88
1536195600,6411.84,6455.01,6375,6420,1026.33
1536199200,6420,6477.57,6417.16,6445.81,612.63
1536202800,6445.81,6448.77,6387.7,6414.58,224.29
1536206400,6414.58,6449.8,6396.08,6424.89,388.39
1536210000,6424.89,6427.95,6339.49,6383.04,533.25
1536213600,6383.04,6440,6377.12,6416.89,766.73
1536217200,6416.89,6433,6376.63,6400.97,556.99
1536220800,6400.97,6445.31,6389.53,6430,251.97
1536224400,6430,6432.34,6270.69,6384.99,642.53
1536228000,6384.99,6405.4,6345.5,6370,337.37
1536231600,6370,6424.47,6368.07,6399.7,722.36
1536235200,6399.7,6412.2,6375.08,6392.01,322.25
1536238800,6392.01,6499.67,6383.74,6480.12,696.28
1536242400,6480.12,6498.12,6435.74,6454.17,579.47
1536246000,6454.17,6459.57,6387.92,6409.5,694.05
1536249600,6409.5,6438.15,6390,6411.69,517.05
1536253200,6411.69,6430.62,6373.05,6373.05,343.69
1536256800,6373.05,6435.33,6330.3,6410.26,716.35
1536260400,6410.26,6461.42,6405.1,6455.31,418.51
1536264000,6455.31,6455.31,6413.46,6437.22,183.53
1536267600,6437.22,6451.4,6412.88,6435.58,189.1
1536271200,6435.58,6462.01,6423.9,6451.61,96.45
1536274800,6451.61,6518.22,6451.61,6493.09,598.56
1536278400,6493.09,6493.78,6455,6479.03,241.5
1536282000,6479.03,6512.15,6479.03,6505.93,221.86
1536285600,6505.93,6525,6472.67,6491.21,319.1
1536289200,6491.21,6501.49,6483.55,6488.62,125.32
1536292800,6488.62,6490.73,6471.32,6484.99,197.77
1536296400,6484.99,6506.75,6482.4,6505.63,204.36
1536300000,6505.63,6523.79,6445.31,6460.59,325.66
1536303600,6460.59,6488.14,6460.59,6487.13,116
1536307200,6487.13,6489.23,6431,6453.1,381.15
1536310800,6453.1,6459.16,6432.49,6453.18,98.63
1536314400,6453.18,6453.99,6322,6366.43,850.5
1536318000,6366.43,6394.99,6345.5,6369.88,378.39
1536321600,6369.88,6444.89,6369.88,6428.99,305.37
1536325200,6428.99,6454.94,6420.63,6437.99,175.13
1536328800,6437.99,6477.48,6400.3,6416.99,433.14
1536332400,6416.99,6441.35,6358.01,6374.26,383.66
1536336000,6374.26,6480.58,6358,6438,605.9
1536339600,6438,6446.99,6383.94,6415,555.67
1536343200,6415,6431.65,6394.09,6414.97,156.26
1536346800,6414.97,6432.91,6398.46,6417.53,153.51
1536350400,6417.53,6450.24,6405.62,6447.17,156.81
1536354000,6447.17,6447.99,6405.01,6414.17,50.71
1536357600,6414.17,6420,6390.01,6399.99,46.5
1536361200,6399.99,6422.99,6385,6400,59.06
1536364800,6400,6442.93,6396.16,6427.71,51.56
1536368400,6427.71,6434.99,6410.86,6415.25,144.54
1536372000,6415.25,6439.99,6415.25,6432.33,47.23
1536375600,6432.33,6443.66,6400.14,6413.76,64.47
1536379200,6413.76,6426.59,6391.62,6416.23,34.24
1536382800,6416.23,6437.36,6413.31,6435.53,22.6
1536386400,6435.53,6453.94,6428.44,6438.15,47.64
1536390000,6438.15,6441.64,6428.46,6441.64,20.06
1536393600,6441.64,6465.46,6434.05,6443.57,86.82
1536397200,6443.57,6458.18,6429.01,6455.57,61.48
1536400800,6455.57,6455.57,6436.23,6440.88,31.38
1536404400,6440.88,6448.81,6425.79,6432.99,19.36
1536408000,6432.99,6432.99,6350.09,6416.14,400.83
1536411600,6416.14,6424.7,6386.61,6410.01,114.58
1536415200,6410.01,6413.72,6388.9,6405.53,131.03
1536418800,6405.53,6429.14,6385.61,6429.14,129.74
1536422400,6429.14,6429.23,6371,6372.97,167.25
1536426000,6372.97,6405.93,6165,6212.34,1119.32
1536429600,6212.34,6215,6123,6190.01,756.61
1536433200,6190.01,6204,6156.29,6180,186.47
1536436800,6180,6189.27,6113.23,6171.99,432.88
1536440400,6171.99,6182.26,6155.06,6178.21,148.76
1536444000,6178.21,6192.89,6161.43,6175.3,38.59
1536447600,6175.3,6192.89,6167.77,6178.31,26.76
1536451200,6178.31,6190.28,6163.05,6176.83,84.28
1536454800,6176.83,6199.57,6176.83,6199.57,65.65
1536458400,6199.57,6200,6152.11,6160.75,37.91
1536462000,6160.75,6180.14,6144.61,6175.1,95.82
1536465600,6175.1,6194.78,6094.38,6157.65,739.7
1536469200,6157.65,6188.7,6157.65,6183.17,85.77
1536472800,6183.17,6192.89,6177.43,6185,45.27
1536476400,6185,6191.95,6175.06,6187.3,25.3
1536480000,6187.3,6192.89,6175.21,6192.78,60.32
1536483600,6192.78,6451.51,6180.61,6378.62,1144.6
1536487200,6378.62,6396.82,6349.47,6359.5,87.9
1536490800,6359.5,6374.99,6354.68,6369.17,73.82
1536494400,6369.17,6393.06,6360.24,6373.45,42.19
1536498000,6373.45,6429.23,6373.45,6382.21,216.12
1536501600,6382.21,6400.05,6365.88,6371.29,115.39
1536505200,6371.29,6379.99,6355.13,6363.36,129.63
1536508800,6363.36,6374.75,6360.47,6373.8,26.08
1536512400,6373.8,6379.99,6357.44,6369.99,77.02
1536516000,6369.99,6385,6366.79,6369.03,55.85
1536519600,6369.03,6384.14,6365.05,6381.99,44.15
1536523200,6381.99,6390.2,6375.01,6390,30.32
1536526800,6390,6390,6356.82,6359.49,74.6
1536530400,6359.49,6365.8,6208.38,6242.22,555.96
1536534000,6242.22,6278.3,6220,6236.04,190.65
1536537600,6236.04,6260,6230.22,6243.4,134.4
1536541200,6243.4,6351.13,6243.4,6314.41,474.04
1536544800,6314.41,6329.31,6299.01,6306.7,42.08
1536548400,6306.7,6310.96,6286.37,6302.5,57.51
1536552000,6302.5,6305,6270,6280.16,76.75
1536555600,6280.16,6299,6274.45,6288,301.46
1536559200,6288,6314.39,6284.88,6312,352.11
1536562800,6312,6325.93,6296.83,6310.88,260.45
1536566400,6310.88,6318.04,6280.92,6289.74,87.47
1536570000,6289.74,6291.91,6234.31,6287.11,228.88
1536573600,6287.11,6301,6243.99,6291.08,336.3
1536577200,6291.08,6309.8,6272.86,6307.82,390.07
1536580800,6307.82,6307.82,6282.33,6292.03,131.59
1536584400,6292.03,6308.59,6270,6296.5,176.19
1536588000,6296.5,6349.47,6291.58,6303.29,338.18
1536591600,6303.29,6307.38,6277.25,6290.32,147.29
1536595200,6290.32,6294.87,6223.9,6257.06,564.35
1536598800,6257.06,6274.07,6235.97,6262.86,392.84
1536602400,6262.86,6285.55,6245.85,6275.48,308.5
1536606000,6275.48,6297.35,6271.16,6288.5,120.32
1536609600,6288.5,6302.08,6265.89,6302.08,110.79
1536613200,6302.08,6305,6283.52,6294.53,84.43
1536616800,6294.53,6294.53,6257.72,6281.31,100.2
1536620400,6281.31,6305,6278.2,6301.99,155.53
1536624000,6301.99,6333.63,6281.57,6309.74,329.47
1536627600,6309.74,6378.15,6309.33,6378.15,366.47
1536631200,6378.15,6405,6337,6345.16,445.33
1536634800,6345.16,6366.58,6339.79,6339.79,247.86
1536638400,6339.79,6349,6314.08,6316.22,120.06
1536642000,6316.22,6330.6,6309.67,6323.99,132.47
1536645600,6323.99,6340.17,6320.1,6324.57,122.48
1536649200,6324.57,6328,6296.21,6303.47,254.3
1536652800,6303.47,6316.87,6290.94,6311.54,133.36
1536656400,6311.54,6340.01,6311.54,6329.47,374.63
1536660000,6329.47,6331.02,6306.2,6309.9,548.6
1536663600,6309.9,6319.37,6239.45,6265.3,698.57
1536667200,6265.3,6284.95,6251.88,6266.89,270.33
1536670800,6266.89,6290,6262.22,6280.6,170.68
1536674400,6280.6,6290,6162.06,6225.08,554.59
1536678000,6225.08,6253,6182.28,6252.12,733.63
1536681600,6252.12,6260.98,6223.5,6249.73,200.9
1536685200,6249.73,6249.73,6222.16,6237.79,184.82
1536688800,6237.79,6247.99,6184.23,6236.14,389.06
1536692400,6236.14,6277.11,6224.07,6255.88,274.67
1536696000,6255.88,6265.64,6240.26,6257.38,134.51
1536699600,6257.38,6316.82,6230.64,6311.43,171.94
1536703200,6311.43,6316.98,6281.03,6283.23,117.46
1536706800,6283.23,6293.05,6266.33,6279.99,100.62
1536710400,6279.99,6282.32,6250.71,6253.62,181.08
1536714000,6253.62,6266.99,6242.85,6256.46,125.01
1536717600,6256.46,6264.47,6234.83,6246.98,184.57
1536721200,6246.98,6260.98,6217.64,6257.45,109.28
1536724800,6257.45,6278.99,6246.22,6264.91,159.47
1536728400,6264.91,6294.19,6259.87,6270.04,108.88
